Spsc_0001,0,0,i
Spsc_0002,0,0,i
Spsc_0003,0,0,i
Spsc_0004,2,0,o163-182i225-245o
Spsc_0005,2,0,o393-413i852-871o
Spsc_0006,4,0,i7-34o74-94i122-143o155-180i
Spsc_0007,0,0,i
Spsc_0008,0,0,i
Spsc_0009,0,0,i
Spsc_0010,0,0,i
Spsc_0011,0,0,i
Spsc_0012,2,0,o313-332i352-372o
Spsc_0013,0,0,i
Spsc_0014,0,0,i
Spsc_0015,0,Y,n7-18c23/24o
Spsc_0016,0,0,i
Spsc_0017,0,0,i
Spsc_0018,0,0,i
Spsc_0019,0,0,i
Spsc_0020,0,0,i
Spsc_0021,15,0,o26-45i189-208o220-238i250-268o280-304i446-463o504-526i618-642o648-670i1172-1190o1328-1346i1401-1422o1428-1449i1513-1534o1540-1561i
Spsc_0022,0,Y,n5-16c22/23o
Spsc_0023,0,0,i
Spsc_0024,0,0,i
Spsc_0025,3,0,i37-58o64-82i202-225o
Spsc_0026,0,0,i
Spsc_0027,0,0,i
Spsc_0028,0,0,i
Spsc_0029,0,0,i
Spsc_0030,0,0,i
Spsc_0031,0,0,i
Spsc_0032,0,0,i
Spsc_0033,12,0,i106-124o144-161i173-192o198-218i230-253o265-289i381-402o414-434i455-475o487-506i518-539o551-572i
Spsc_0034,0,0,i
Spsc_0035,0,0,i
Spsc_0036,0,0,i
Spsc_0037,0,0,i
Spsc_0038,0,0,i
Spsc_0039,0,0,i
Spsc_0040,0,0,i
Spsc_0041,0,0,i
Spsc_0042,2,Y,n28-42c50/51o668-692i1198-1215o
Spsc_0043,0,0,i
Spsc_0044,0,0,i
Spsc_0045,0,0,i
Spsc_0046,0,0,i
Spsc_0047,1,0,i112-136o
Spsc_0048,0,0,i
Spsc_0049,0,0,i
Spsc_0050,0,0,i
Spsc_0051,0,Y,n10-21c26/27o
Spsc_0052,0,0,i
Spsc_0053,0,0,i
Spsc_0054,0,0,i
Spsc_0055,0,0,i
Spsc_0056,0,0,i
Spsc_0057,0,0,i
Spsc_0058,0,0,i
Spsc_0059,0,0,i
Spsc_0060,0,0,i
Spsc_0061,0,Y,n5-15c20/21o
Spsc_0062,0,0,i
Spsc_0063,0,0,i
Spsc_0064,0,0,i
Spsc_0065,0,Y,n12-23c28/29o
Spsc_0066,0,0,i
Spsc_0067,0,0,i
Spsc_0068,12,0,o35-55i133-154o160-176i188-204o210-233i254-274o286-304i316-340o377-397i404-422o428-448i522-547o
Spsc_0069,1,Y,n35-45c49/50o84-104i
Spsc_0070,0,Y,n3-18c24/25o
Spsc_0071,0,Y,n3-14c22/23o
Spsc_0072,1,0,o77-94i
Spsc_0073,0,Y,n3-14c19/20o
Spsc_0074,0,Y,n3-14c19/20o
Spsc_0075,0,Y,n3-14c19/20o
Spsc_0076,0,Y,n3-14c20/21o
Spsc_0077,0,Y,n7-17c24/25o
Spsc_0078,0,Y,n5-16c21/22o
Spsc_0079,0,Y,n7-18c24/25o
Spsc_0080,0,Y,n5-17c22/23o
Spsc_0081,0,Y,n6-17c22/23o
Spsc_0082,0,Y,n6-17c22/23o
Spsc_0083,0,Y,n6-17c22/23o
Spsc_0084,0,Y,n9-22c29/30o
Spsc_0085,0,Y,n10-21c26/27o
Spsc_0086,0,Y,n2-10c15/16o
Spsc_0087,0,Y,n6-16c23/24o
Spsc_0088,0,Y,n10-21c26/27o
Spsc_0089,0,Y,n3-13c17/18o
Spsc_0090,0,Y,n5-16c26/27o
Spsc_0091,0,Y,n2-13c18/19o
Spsc_0092,0,Y,n10-20c25/26o
Spsc_0093,0,Y,n7-18c36/37o
Spsc_0094,0,Y,n4-16c21/22o
Spsc_0095,0,Y,n10-18c23/24o
Spsc_0096,0,Y,n8-18c23/24o
Spsc_0097,0,Y,n5-17c22/23o
Spsc_0098,0,Y,n8-19c23/24o
Spsc_0099,0,Y,n7-18c26/27o
Spsc_0100,0,Y,n8-19c24/25o
Spsc_0101,0,Y,n10-19c24/25o
Spsc_0102,0,Y,n6-15c23/24o
Spsc_0103,0,0,i
Spsc_0104,7,0,o201-220i232-253o259-275i287-308o328-350i581-600o606-625i
Spsc_0105,0,0,i
Spsc_0106,0,0,i
Spsc_0107,1,Y,n16-28c34/35o1384-1406i
Spsc_0108,0,0,i
Spsc_0109,0,0,i
Spsc_0110,0,0,i
Spsc_0111,0,0,i
Spsc_0112,4,0,i21-44o180-201i208-227o233-249i
Spsc_0113,1,0,i181-203o
Spsc_0114,4,Y,n3-14c22/23o527-551i580-600o672-690i989-1016o
Spsc_0115,0,0,i
Spsc_0116,0,0,i
Spsc_0117,0,0,i
Spsc_0118,0,0,i
Spsc_0119,1,0,i17-36o
Spsc_0120,0,0,i
Spsc_0121,0,0,i
Spsc_0122,0,0,i
Spsc_0123,0,0,i
Spsc_0124,0,0,i
Spsc_0125,4,0,i172-193o213-238i259-284o290-316i
Spsc_0126,0,0,i
Spsc_0127,0,0,i
Spsc_0128,0,0,i
Spsc_0129,12,0,i52-73o93-112i119-140o146-172i184-205o217-235i272-289o309-326i338-356o382-407i419-438o450-469i
Spsc_0130,1,0,i26-46o
Spsc_0131,0,0,i
Spsc_0132,1,0,i12-30o
Spsc_0133,0,0,i
Spsc_0134,0,Y,n7-19c24/25o
Spsc_0135,0,0,i
Spsc_0136,0,0,i
Spsc_0137,9,0,i149-169o189-211i223-242o248-266i518-537o557-576i638-657o663-681i693-712o
Spsc_0138,0,0,i
Spsc_0139,0,0,i
Spsc_0140,0,0,i
Spsc_0141,0,0,i
Spsc_0142,0,Y,n8-16c21/22o
Spsc_0143,0,0,i
Spsc_0144,0,0,i
Spsc_0145,1,0,i20-42o
Spsc_0146,0,0,i
Spsc_0147,0,0,i
Spsc_0148,0,0,i
Spsc_0149,0,0,i
Spsc_0150,1,Y,n3-15c20/21o211-234i
Spsc_0151,0,Y,n3-11c20/21o
Spsc_0152,0,0,i
Spsc_0153,0,0,i
Spsc_0154,3,0,o47-66i154-174o180-198i
Spsc_0155,0,0,i
Spsc_0156,0,0,i
Spsc_0157,1,0,i221-247o
Spsc_0158,0,0,i
Spsc_0159,0,0,i
Spsc_0160,0,0,i
Spsc_0161,0,0,i
Spsc_0162,0,0,i
Spsc_0163,0,0,i
Spsc_0164,0,0,i
Spsc_0165,0,0,i
Spsc_0166,0,0,i
Spsc_0167,1,0,o320-341i
Spsc_0168,1,0,i97-115o
Spsc_0169,0,0,i
Spsc_0170,1,0,o1923-1942i
Spsc_0171,2,0,i67-84o104-129i
Spsc_0172,0,0,i
Spsc_0173,0,0,i
Spsc_0174,0,0,i
Spsc_0175,1,0,o293-315i
Spsc_0176,0,0,i
Spsc_0177,1,0,o194-212i
Spsc_0178,0,0,i
Spsc_0179,12,0,i102-122o142-159i171-189o195-218i230-250o262-281i337-362o374-390i411-430o442-463i470-492o504-524i
Spsc_0180,0,Y,n5-16c25/26o
Spsc_0181,11,0,i230-249o269-291i298-317o323-344i356-379o402-422i531-552o572-589i601-625o631-649i691-711o
Spsc_0182,0,0,i
Spsc_0183,0,0,i
Spsc_0184,0,0,i
Spsc_0185,0,0,i
Spsc_0186,0,0,i
Spsc_0187,1,0,o103-120i
Spsc_0188,0,0,i
Spsc_0189,0,0,i
Spsc_0190,0,0,i
Spsc_0191,0,0,i
Spsc_0192,0,0,i
Spsc_0193,0,0,i
Spsc_0194,0,0,i
Spsc_0195,0,0,i
Spsc_0196,0,Y,n3-8c13/14o
Spsc_0197,0,0,i
Spsc_0198,0,0,i
Spsc_0199,0,0,i
Spsc_0200,0,0,i
Spsc_0201,12,0,i21-42o62-81i93-114o120-143i155-177o189-209i277-299o319-341i348-370o390-410i422-441o453-472i
Spsc_0202,0,0,i
Spsc_0203,0,0,i
Spsc_0204,12,0,i23-45o65-85i92-112o118-142i154-175o181-201i237-258o278-299i311-331o337-358i365-389o401-425i
Spsc_0205,0,0,i
Spsc_0206,0,0,i
Spsc_0207,0,0,i
Spsc_0208,0,0,i
Spsc_0209,0,Y,n8-23c30/31o
Spsc_0210,0,0,i
Spsc_0211,10,0,o63-84i127-146o158-180i192-215o235-256i374-399o428-451i471-490o496-518i660-682o
Spsc_0212,12,0,i96-114o157-179i186-208o275-295i316-334o340-361i382-406o418-439i451-469o475-498i510-532o594-612i
Spsc_0213,0,0,i
Spsc_0214,0,0,i
Spsc_0215,0,0,i
Spsc_0216,0,0,i
Spsc_0217,0,0,i
Spsc_0218,4,0,i48-69o75-93i281-304o310-327i
Spsc_0219,0,0,i
Spsc_0220,10,0,o63-79i149-169o175-192i199-218o233-266i287-308o612-633i654-671o677-699i731-749o
Spsc_0221,0,0,i
Spsc_0222,1,0,i42-60o
Spsc_0223,0,0,i
Spsc_0224,1,0,i30-46o
Spsc_0225,3,0,i32-55o75-94i256-275o
Spsc_0226,3,0,o381-400i412-436o456-479i
Spsc_0227,0,0,i
Spsc_0228,0,0,i
Spsc_0229,0,0,i
Spsc_0230,0,0,i
Spsc_0231,0,0,i
Spsc_0232,0,0,i
Spsc_0233,10,0,i385-405o417-435i664-683o689-713i734-753o759-777i784-804o810-827i927-945o965-984i
Spsc_0234,0,0,i
Spsc_0235,2,0,i225-246o336-357i
Spsc_0236,0,0,i
Spsc_0237,0,0,i
Spsc_0238,0,0,i
Spsc_0239,1,0,o591-611i
Spsc_0240,0,0,i
Spsc_0241,0,0,i
Spsc_0242,0,0,i
Spsc_0243,0,0,i
Spsc_0244,0,0,i
Spsc_0245,0,0,i
Spsc_0246,0,0,i
Spsc_0247,1,0,i35-67o
Spsc_0248,1,0,i76-96o
Spsc_0249,0,0,i
Spsc_0250,0,0,i
Spsc_0251,0,0,i
Spsc_0252,0,0,i
Spsc_0253,0,0,i
Spsc_0254,0,0,i
Spsc_0255,0,0,i
Spsc_0256,0,0,i
Spsc_0257,0,0,i
Spsc_0258,0,Y,n6-17c29/30o
Spsc_0259,0,0,i
Spsc_0260,0,0,i
Spsc_0261,0,0,i
Spsc_0262,12,0,i26-44o81-98i110-130o136-156i168-189o201-220i291-313o325-348i355-378o398-422i434-458o464-485i
Spsc_0263,0,Y,n8-16c22/23o
Spsc_0264,0,0,i
Spsc_0265,3,0,o38-58i88-107o161-182i
Spsc_0266,0,0,i
Spsc_0267,2,0,o318-338i359-380o
Spsc_0268,0,0,i
Spsc_0269,1,0,o753-772i
Spsc_0270,0,0,i
Spsc_0271,0,0,i
Spsc_0272,0,0,i
Spsc_0273,1,0,o223-244i
Spsc_0274,0,0,i
Spsc_0275,0,Y,n4-12c18/19o
Spsc_0276,0,0,i
Spsc_0277,0,0,i
Spsc_0278,0,Y,n21-29c34/35o
Spsc_0279,0,0,i
Spsc_0280,0,0,i
Spsc_0281,1,Y,n13-28c33/34o353-370i
Spsc_0282,0,Y,n4-15c20/21o
Spsc_0283,0,0,i
Spsc_0284,9,0,o105-128i163-184o204-224i236-257o289-307i314-334o354-375i387-406o474-498i
Spsc_0285,0,Y,n3-12c16/17o
Spsc_0286,0,0,i
Spsc_0287,0,0,i
Spsc_0288,0,0,i
Spsc_0289,0,0,i
Spsc_0290,0,0,i
