Usbr_0001,0,0,i
Usbr_0002,0,0,i
Usbr_0003,0,0,i
Usbr_0004,1,0,o684-706i
Usbr_0005,0,0,i
Usbr_0006,0,0,i
Usbr_0007,11,0,i77-98o110-133i145-163o169-190i202-224o230-251i311-330o350-370i391-411o417-437i491-512o
Usbr_0008,0,0,i
Usbr_0009,0,0,i
Usbr_0010,0,0,i
Usbr_0011,0,Y,n2-9c14/15o
Usbr_0012,0,0,i
Usbr_0013,0,0,i
Usbr_0014,0,0,i
Usbr_0015,0,0,i
Usbr_0016,0,0,i
Usbr_0017,0,0,i
Usbr_0018,2,Y,n4-14c18/19o28-48i101-122o
Usbr_0019,4,0,o6-30i37-55o397-419i431-454o
Usbr_0020,0,0,i
Usbr_0021,2,0,o444-465i650-671o
Usbr_0022,0,0,i
Usbr_0023,0,0,i
Usbr_0024,0,0,i
Usbr_0025,1,0,i144-167o
Usbr_0026,0,0,i
Usbr_0027,0,Y,n7-19c24/25o
Usbr_0028,0,Y,n4-15c22/23o
Usbr_0029,0,Y,n10-18c23/24o
Usbr_0030,0,Y,n4-9c13/14o
Usbr_0031,9,0,o809-825i830-847o859-885i1042-1067o1104-1121i1308-1325o1331-1347i1368-1394o1434-1452i
Usbr_0032,0,0,i
Usbr_0033,0,0,i
Usbr_0034,0,Y,n4-14c22/23o
Usbr_0035,0,Y,n22-32c40/41o
Usbr_0036,4,0,i278-302o322-340i376-393o413-432i
Usbr_0037,0,Y,n9-16c34/35o
Usbr_0038,0,Y,n3-14c19/20o
Usbr_0039,0,0,i
Usbr_0040,2,0,o89-107i366-387o
Usbr_0041,0,0,i
Usbr_0042,2,Y,n3-14c20/21o68-90i220-240o
Usbr_0043,0,0,i
Usbr_0044,0,0,i
Usbr_0045,0,Y,n2-13c31/32o
Usbr_0046,0,0,i
Usbr_0047,0,0,i
Usbr_0048,0,0,i
Usbr_0049,0,0,i
Usbr_0050,0,0,i
Usbr_0051,0,0,i
Usbr_0052,0,0,i
Usbr_0053,0,0,i
Usbr_0054,0,0,i
Usbr_0055,0,0,i
Usbr_0056,0,0,i
Usbr_0057,0,0,i
Usbr_0058,0,0,i
Usbr_0059,0,0,i
Usbr_0060,0,0,i
Usbr_0061,3,0,o540-564i576-597o681-705i
Usbr_0062,0,0,i
Usbr_0063,0,0,i
Usbr_0064,0,0,i
Usbr_0065,0,0,i
Usbr_0066,1,0,o1177-1196i
Usbr_0067,0,0,i
Usbr_0068,0,Y,n6-14c22/23o
Usbr_0069,0,0,i
Usbr_0070,1,0,i7-29o
Usbr_0071,0,0,i
Usbr_0072,1,0,i170-193o
Usbr_0073,0,0,i
Usbr_0074,0,0,i
Usbr_0075,0,Y,n26-36c44/45o
Usbr_0076,0,0,i
Usbr_0077,0,0,i
Usbr_0078,0,Y,n14-24c29/30o
Usbr_0079,0,0,i
Usbr_0080,2,0,o22-41i53-71o
Usbr_0081,0,0,i
Usbr_0082,1,0,o34-55i
Usbr_0083,0,0,i
Usbr_0084,0,0,i
Usbr_0085,0,Y,n4-11c15/16o
Usbr_0086,0,0,i
Usbr_0087,0,0,i
Usbr_0088,0,Y,n5-17c22/23o
Usbr_0089,0,0,i
Usbr_0090,4,0,i17-36o48-67i79-100o145-165i
Usbr_0091,0,0,i
Usbr_0092,0,0,i
Usbr_0093,0,0,i
Usbr_0094,0,0,i
Usbr_0095,0,0,i
Usbr_0096,0,0,i
Usbr_0097,1,Y,n4-17c35/36o209-228i
Usbr_0098,0,0,i
Usbr_0099,4,0,o56-77i98-118o130-149i161-179o
Usbr_0100,2,Y,n7-18c23/24o354-375i404-424o
Usbr_0101,0,0,i
Usbr_0102,0,0,i
Usbr_0103,0,0,i
Usbr_0104,4,0,o721-746i758-781o801-822i894-920o
Usbr_0105,1,0,i115-137o
Usbr_0106,0,0,i
Usbr_0107,10,0,i24-45o98-116i128-149o192-214i260-286o298-318i325-347o353-373i385-407o419-439i
Usbr_0108,0,Y,n3-14c19/20o
Usbr_0109,0,0,i
Usbr_0110,0,0,i
Usbr_0111,11,0,i76-96o116-137i149-168o174-195i207-225o237-259i326-350o362-384i391-412o424-444i487-506o
Usbr_0112,1,0,i71-88o
Usbr_0113,0,0,i
Usbr_0114,3,0,o64-85i97-120o163-188i
Usbr_0115,0,0,i
Usbr_0116,0,0,i
Usbr_0117,0,Y,n8-19c24/25o
Usbr_0118,0,0,i
Usbr_0119,10,0,o308-330i380-401o407-429i492-512o518-540i989-1012o1024-1057i1102-1120o1126-1145i1211-1229o
Usbr_0120,0,0,i
Usbr_0121,0,0,i
Usbr_0122,2,0,i90-107o113-133i
Usbr_0123,2,0,o20-36i259-277o
Usbr_0124,1,0,i98-119o
Usbr_0125,0,0,i
Usbr_0126,0,Y,n5-13c21/22o
Usbr_0127,0,Y,n2-9c14/15o
Usbr_0128,0,0,i
Usbr_0129,0,0,i
Usbr_0130,0,0,i
Usbr_0131,0,0,i
Usbr_0132,0,0,i
Usbr_0133,0,0,i
Usbr_0134,0,0,i
Usbr_0135,0,0,i
Usbr_0136,0,Y,n8-19c27/28o
Usbr_0137,0,0,i
Usbr_0138,0,Y,n3-12c20/21o
Usbr_0139,9,0,o1153-1173i1180-1202o1208-1228i1235-1255o1270-1296i1340-1362o1374-1398i1440-1464o1470-1495i
Usbr_0140,0,0,i
Usbr_0141,0,Y,n6-14c19/20o
Usbr_0142,0,0,i
Usbr_0143,0,0,i
Usbr_0144,0,0,i
Usbr_0145,1,0,i218-238o
Usbr_0146,0,Y,n4-16c24/25o
Usbr_0147,0,0,i
Usbr_0148,0,0,i
Usbr_0149,0,0,i
Usbr_0150,0,Y,n3-14c19/20o
Usbr_0151,0,0,i
Usbr_0152,0,0,i
Usbr_0153,0,0,i
Usbr_0154,1,0,o6-23i
